,summary,correct,rouge1,rouge2,rougeL,rougeLsum
73,Berlinkonferansen var en europeisk konferanse som ble arrangert i Berlin i 1870 av den tyske rikskansleren Otto von Bismarck og den amerikanske journalisten Henry Morton Stanley.,"Berlinkonferansen var en internasjonal konferanse i Berlin i 1884–1885 som delte opp Afrika mellom kolonimaktene.
Konferansen regnes som høydepunktet i det imperialistiske kappløpet om Afrika.",29.6296,15.3846,25.9259,29.6296
74,"George Daschle er en amerikansk politiker for Det demokratiske partiet.
Han var USAs helseminister i perioden 2001–2009.","Thomas Andrew Daschle, amerikansk politiker for Det demokratiske partiet og offiser.
Han var medlem av representantenes hus i 1977–1987, senator fra South Dakota i 1987–2005.
Han var Senatets minoritetsleder i 1995–2001; flertallsleder i 2001–2002, og igjen mindretallsleder fra 2002.",36.0656,20.339,36.0656,36.0656
75,"Atferd er et begrep som brukes i psykologi for å beskrive menneskets atferd, tenkning og følelser.","Atferd er våre handlinger, det vi gjør, de (hovedsakelig viljestyrte) kroppslige bevegelser.
Man kan også ha mental atferd, om man inkluderer målrettede tankeprosesser.",14.2857,5.0,14.2857,14.2857
76,"Defensjonsskip var en ordning som ble innført i 1628 av Christian 4 og Frederik III.
Ordningen ble opphevet av kong Frederik IV i juni 1704 med virkning fra 1704.","Defensjonsskip var væpnede handelsskip.
De ble bygd med sikte på at det ved krig og andre kriser skulle kunne kalles inn og fungere som orlogsskip og ble derfor bygd ekstra solide.
I fredstid var de utstyrt med halvparten av det antall kanoner de var beregnet for, mens Kongen skulle sørge for resten av bestyrkningen ved innkallingen.
Ordningen med defensjonsskip ble iverksatt i Norge i 1630 og opphevet i 1701 med virkning fra 1704.",30.4762,7.767,26.6667,26.6667
77,"Pietro Aretino var en italiensk forfatter.
Han regnes som en av de mest betydningsfulle italienske forfatterne i renessansen.","Pietro Aretino var en italiensk forfatter som skrev satirer og spotteskrifter mot blant andre tidens makthavere, og han fikk av den grunn kallenavnet il flagello de' principi (fyrstenes svøpe).",41.6667,21.7391,37.5,33.3333
78,"Østens kirke er en katolsk kirke som ble grunnlagt i Konstantinopel i 431.
Den er en av de mektigste kristne kirkene i verden, og er særlig kjent for sin kristologi som gikk langt i å definere Kristi menneskelige og guddommelige naturer som atskilte.",Østens kirke er et kirkesamfunn som bare anerkjenner de to første konsilene og derfor ikke er i kommunion med andre kirkesamfunn.,24.6154,6.3492,24.6154,24.6154
79,"Lotten Dahlgren var en svensk forfatter.
Hun var en av Sveriges fremste kvinnelige forfattere.","Eva Charlotta Dahlgren, kjent som Lotten Dahlgren, var en svensk forfatter og journalist.
I perioden 1891–1907 var hun redaktør for Dagny, tidsskriftet til den svenske kvinnesaksorganisasjonen Fredrika Bremer-Förbundet.",34.7826,22.7273,30.4348,30.4348
80,erklæringsteori er en teori som legger vekt på hvordan utsagnet er naturlig å forstå for en normal oppegående person.,Erklæringsteorien er en avtalerettslig teori som innebærer at den som avgir en erklæring kan bli bundet selv om hans/hennes utsagn ikke stemmer overens med hva han/hun har ment å uttrykke.,22.2222,7.6923,22.2222,22.2222
81,"Barbro er eit kvinnenamn som går tilbake til det norrøne Bar-bro.
I dette toledda namnet tyder forleddet ‘gud’.",Barbro er eit kvinnenamn som er svensk og norsk form av Barbara med opphav i det greske bárbaros som tyder ‘framand’.,37.2093,19.5122,32.5581,37.2093
82,"Dimmer er en enhet for styring av strøm, spenning og frekvens.
Den brukes i forbindelse med glødelamper.","Dimmer, eller lysregulator, er en anordning som sammen med lysbryter brukes for å regulere lysstyrken til en lyskilde.
Lysstyrken reguleres ved å variere spenningen inn til lyskildene eller transformatoren som mater lyskildene.",24.4898,4.2553,16.3265,20.4082
83,"Arunachal Pradesh er en delstat i India.
Den grenser til Kina i sør og sørøst, og har et areal på 3400 kvadratkilometer.","Arunachal Pradesh er en delstat lengst nordøst i India, som grenser mot Bhutan i vest, Kina (Tibet) i nord og nordøst og Myanmar i sørøst.
Delstaten har et areal på 83 743 kvadratkilometer med rundt 1 383 000 innbyggere (2011).
Hovedstaden er Itanagar.",55.5556,34.2857,52.7778,52.7778
84,"Brønnøy er en kommune i Nordland fylke.
Kommunen grenser i nord til Vevelstad i sør og til Grane i vest.","Brønnøy er en kommune i Nordland fylke.
Kommunen ligger på Helgelandskysten, i den sørlige delen av fylket.
Brønnøy omfatter området rundt Velfjorden og indre del av Tosenfjorden, samt nordre del av Sømnahalvøya og øyene utenfor.
De største av disse er Torget og Sauren.",34.6667,24.6575,34.6667,34.6667
85,"Dekkvinger er en indre del av bakkroppen hos insekter.
Dekkvingene ligger sammenfoldet under bakkroppen og flygevingene.
Hos alle flygedyktige biller er bakvingene de egentlige flygeorganene, men hos saksedyr og noen jordbundne biller brukes både for- og bakvinger under flukten.","Dekkvinger er det første vingeparet hos insekter når det er mer eller mindre hardnet (sklerotisert), slik det er hos hos biller og saksedyr.",30.7692,6.3492,24.6154,24.6154
86,"Azad Kashmir er en konflikt i det nordvestlige Kashmir, mellom India og Pakistan.
Konflikten startet i 1947, og endte i et jordskjelv som ble målt til 7,6 på Richters skala.","Azad Kashmir er den pakistansk-kontrollerte delen av Kashmir.
Hovedbyen er Muzaffarabad, som har 149 953 innbyggere (2017).
Resten av Kashmir ligger i henholdsvis India og Kina.",27.1186,10.5263,20.339,27.1186
87,"Ariadne er en kvinne i gresk mytologi som blir drept av Thesevs.
Hun er datter av Dionysos.","Ariadne er i greske sagn datter av kong Minos på Kreta.
I en kjent fortelling forelsker hun seg i den attiske helten Thesevs når han kommer til Kreta for å kjempe med Minotauros, og hun hjelper ham ut av en labyrint ved hjelp av tråd.
Uttrykket ariadnetråd kommer fra dette sagnet.",28.5714,8.8235,22.8571,28.5714
88,"AGA AB er et svensk kjemisk industrikonsern som ble grunnlagt i 1904.
Selskapet produserer gasser til industri og sykehus, blant annet luftgass (oksygen, nitrogen, argon) og karbondioksid («kullsyre») i Oslo og på Tjeldbergodden i Aure, Møre og Romsdal.","AGA AB var et svensk industrikonsern som fremstilte industrielle og medisinske gasser og tilhørende utstyr.
Det ble grunnlagt i 1904 som Aktiebolaget Gas-accumulator.",40.625,19.3548,31.25,37.5
89,"Gunnar Berge er en norsk politiker for Arbeiderpartiet.
Han var finansminister i siste del av 1980-tallet, og fra 1992 til 1996 kommunal- og arbeidsminister.","Gunnar Berge er en norsk tidligere embetsmann og politiker for Arbeiderpartiet.
Han var stortingsrepresentant, parlamentarisk leder og statsråd i Gro Harlem Brundtlands regjeringer, som finansminister fra 1986 til 1989 og kommunal- og arbeidsminister fra 1992 til 1996.
Berge var direktør i Oljedirektoratet fra 1997 til 2007, og leder av Den norske Nobelkomité fra 2000 til 2002.",50.6024,32.0988,40.9639,40.9639
90,"Brest er en by i Belarus, ved Dnepr-Bug-kanalen.
Byen ligger ved Bug-kanalen, cirka 40 kilometer sørvest for Warszawa.","Brest er en by i den sørvestlige delen av Belarus (Hviterussland).
Byen ligger ved grensen til Polen, hvor elvene Bug og Mukhavets møtes.
Den har 339 700 innbyggere (2020).",41.5094,23.5294,37.7358,41.5094
91,"nullhypotes er en hypotese som bygger på sannsynligheten for at minst like store effekter, sammenhenger eller forskjeller som det vi har observert, er sannsynlige.
Hvis p-verdien er høy, betyr det at det er høy sannsynlighet for at en så høy korrelasjon er lite sannsynlig, og vi konkluderer med at vi støtter den alternative hypotesen.","En p-verdi er et statistisk mål som brukes for å avgjøre hvilken av to motstridende påstander vi skal støtte i en statistisk hypotesetesting.
p-verdien er et tall mellom 0 og 1.",25.2632,4.3011,16.8421,23.1579
92,"Bernhard Borge er en norsk skrekkfilm i regi av Kåre Bergstrøm.
Filmen er en av de første skrekkfilmene som ble laget i Norge.","De dødes tjern er en norsk spillefilm fra 1958 som kan regnes som den første norske skrekkfilmen.
Manuset var basert på en kriminalroman av Bernhard Borge (pseudonym for André Bjerke).",41.3793,14.2857,20.6897,27.5862
93,"Alhambra er en moské i Andalucía, Spania, i provinsen Granada, ved foten av elven Alhambra.
Den ble oppført i 1520 av maurerne, og er i dag en av de største moskéene i Spania.","Alhambra er et byggverk i Granada, Spania.
Bygget er Spanias ypperste monument i sitt slag og står oppført på UNESCO verdenesarvliste.
Alhambra ble bygd i perioden 1248–1390 på et høydedrag nær byen, og var de mauriske kalifenes residens.",40.0,5.1282,25.0,35.0
94,"Dipenten er en kjemisk forbindelse av limonen og l-limonen.
Den har kjemisk form C10H16.","Dipenten er en kjemisk forbindelse av karbon og hydrogen.
Forbindelsen er en fargeløs væske med behagelig sitronlignende lukt og kokepunkt 175 °C.
Den er blandbar med alkohol, men uløselig i vann.",32.6531,21.2766,32.6531,32.6531
95,"Nina Bang var en dansk historiker.
Hun var utdannet ved Universitetet i København, hvor hun var professor i historie ved Københavns Universitet.","Nina Bang var en dansk historiker og sosialdemokratisk politiker.
Hun var verdens første kvinnelige statsråd.",39.0244,30.7692,39.0244,39.0244
96,"George Conquest var en britisk forfatter.
Han var professor i litteratur ved University of Oxford i 1967–1969, og var særlig kjent for sine bøker om stalinismen og om sovjetmyndighetenes utryddelse av hele folkegrupper.","Robert Conquest var en britisk forfatter.
Han har utgitt diktsamlingene Poems (1955) og Between Mars and Venus (1962), og redigerte antologien New Lines (1956), som blant annet introduserte Phillip Arthur Larkin, Neil Miller Gunn og Elizabeth Jennings.
Han har også skrevet romaner og science fiction, utgitt en samling dikt fra østblokklandene, og i 1961 en bok om Boris Pasternaks skjebne.",20.8333,10.6383,18.75,18.75
97,"Bambara er en folkegruppe i Mali, i hovedsak muslimer.
De er særlig kjent for sine vakre treskulpturer av gaseller og antiloper, brukt som toppstykke på dansedrakter.","Bambara er en folkegruppe hovedsakelig bosatt i Mali, hvor de utgjør nærmere 1/3 av befolkningen og mindre grupper i Senegal, Gambia, Burkina Faso og Guinea.
De teller i alt cirka 5 millioner, og bor spredt blant andre folkegrupper.
Deres språk er et mandespråk som også brukes utenfor den etniske gruppen som et lingua franca i Mali.",27.2727,9.3023,22.7273,27.2727
98,"Diskursiv er et begrep som brukes om det som skjer i en samtale eller samtale.
Begrepet brukes i blant annet lingvistikk, idéhistorie, litteraturvitenskap og litteraturvitenskap.","Diskurs kan bety samtale, vidløftig drøftelse eller disputt.
Ordet brukes også om en sammenhengende rekke med språklige enheter som er ytret i en gitt kontekst.",29.6296,3.8462,18.5185,25.9259
99,"Comet var et britisk fraktfly som ble brukt som fraktfly i 1950- og 1960-årene.
Flyet var utstyrt med fire turbojetmotorer (se flymotor), hver med en skyvkraft på 46,7 kilonewton.","Comet var et britisk firemotors passasjerfly.
Comet var verdens første jet-passasjerfly, og var utviklet og bygd av den britiske flyfabrikk de Havilland Aircraft Co.",21.0526,10.9091,21.0526,21.0526
100,"Betong er et byggemateriale som består av sement, vann og sementlim.
Betong brukes både i konstruksjoner og i prefabrikerte byggverk.","Betong er et byggemateriale som lages ved å blande sement og vann med tilslag av sand- og steinmaterialer.
Ved at sementen reagerer kjemisk med vannet stivner massen etter hvert og kan oppnå betydelig styrke.",36.3636,15.0943,32.7273,32.7273
101,"Johan Brandell var en svensk litteraturhistoriker.
Han var professor i litteraturhistorie ved Kungliga Vetenskapsakademien i Stockholm.","Gunnar Brandell var en svensk litteraturforsker og kritiker.
Han kulturredaktør i Svenska Dagbladet i 1956–62 og professor i Uppsala i 1963–81.",40.0,21.0526,40.0,40.0
102,"Chaco er en provins i Argentina, i provinsen Chaco del Río Negro, ved elven Bermejo.
Provinsen grenser til Bolivia i nord og Ecuador i vest.","Chaco er en provins i Argentina, ved grensen mot Paraguay.
Provinsen dekker et areal på 99 633 km2 og har 1 204 541 innbyggere (INDEC, estimat for 2020).
Hovedstad og største by er Resistencia.",29.5082,16.9492,29.5082,29.5082
103,"Banja Luka er en by i Bosnia-Hercegovina, i delstaten Republika Srpska.
Byen ligger på grensen mellom Kroatia og Serbia.","Banja Luka er en by i Bosnia-Hercegovina, ved elven Vrbas og 139 kilometer nordvest for Sarajevo.
Byen har 199 191 innbyggere (2013) og er landets nest største by.
I Banja Luka ligger Republika Srpskas sentrale institusjoner.",48.2759,28.5714,37.931,44.8276
104,"Sondre Bratland er ein norsk folkesongar og komponist.
Han har vore ein grensesprengar mellom ulike musikksjangrar, og har gjort levande tradisjonsmusikk omtykt i breiare lag.","Sondre Bratland er ein norsk folkesongar (kvedar) frå Vinje i Telemark, som syng i tradisjon etter folkesongarar hovudsakleg i øvre Telemark og Setesdal.
Religiøse folketonar (salmetonar) er spesialområdet hans, men elles spenner uttrykket hans frå norsk kvedartradisjon til country.",27.2727,15.625,24.2424,27.2727
105,"Antonius var en romersk geistlig.
Han var sønn av den romerske patriarken Athanasios.
Han er kjent for å ha vært en av de viktigste representantene for kunsten fra middelalderen til nyere tid.","Antonius den hellige, egyptisk eneboer, en av den katolske kirkes mest avholdte helgener.
Hans minnedag, antonsmesse, feires den 17. januar.",18.8679,7.8431,18.8679,18.8679
106,"Jens Arup var en norsk politiker og kirkemann.
Han var stortingsrepresentant fra Drammen i 1836, 1842 og 1845.","Jens Lauritz Arup var en norsk biskop og politiker.
Han tok teologisk embetseksamen ved universitetet i Christiania i 1818.
Han var residerende kapellan i Ullensaker fra 1819, fikk en kombinert preste- og lærerstilling i Drammen i 1825 og var sogneprest i Bragernes menighet samme sted fra 1832.
Han var biskop i Christiania stift fra 1846 til sin død i 1874.",32.5,12.8205,30.0,30.0
107,"Mahayana-sutraene er tekster fra mahayana-buddhismen som ble forfattet i India fra det første århundre fvt.
og utover dette årtusenet evt.","En mahayana-sutra er en buddhistisk tekst som påberoper seg å inneholde Buddhas prekener og lære (dharma), og dermed kanonisk status, og som fremmer ulike doktrinære og filosofiske standpunkter som kjennetegner mahayana-buddhismen.",20.6897,3.5714,13.7931,17.2414
108,"Acem er en norsk meditasjonsorganisasjon.
Organisasjonen ble grunnlagt i 1966 av Are Holen (f. 1945), som er en av de ledende norske representantene for den indiske guruen Maharishi Mahesh Yogi.","Acem er en norsk meditasjons- og kulturorganisasjon, stiftet i 1966.
Acem underviser i en form for meditasjon kalt Acem-meditasjon, og har også kurs i kommunikasjon og gruppeterapi.
Organisasjonen driver et forlag, en radiokanal og et tidsskrift, og står også bak Norsk Yoga-skole.",26.6667,10.9589,21.3333,24.0
